prediction.dat										
3127.0	1691.0	3	2	1.960	13.40	45.20	47.12	35.12	93.92	123.84
3441.0	4719.0	2	5	3.155	9.28	62.40	48.80	24.28	55.60	151.60
3336.0	4613.0	3	5	1.280	5.92	38.52	24.96	23.28	49.20	81.60
3649.0	2674.0	1	2	1.785	7.44	23.72	9.65	17.72	58.40	58.00
3875.0	4924.0	3	5	1.895	11.48	52.00	25.28	26.72	35.60	141.60
2612.0	4114.0	3	1	0.570	4.88	27.32	33.80	7.44	58.40	47.60
2340.0	4141.0	3	1	0.540	5.48	35.72	17.40	10.60	36.88	53.20
3811.0	1318.0	3	2	0.750	12.60	36.20	16.40	26.60	39.80	80.80
3661.0	3788.0	3	2	0.875	14.64	28.88	65.20	20.80	69.60	76.40
4340.0	3736.0	2	3	2.818	11.24	35.04	29.12	21.96	46.00	80.80
2972.0	988.0	2	3	3.805	9.16	67.04	112.04	28.88	229.56	219.32
2286.0	3068.0	3	3	0.605	9.68	27.32	28.80	12.80	56.60	67.16
1813.0	2116.0	3	3	1.003	11.32	33.48	21.20	20.56	48.80	110.00
3379.0	4308.0	3	5	1.900	8.52	46.40	10.28	24.80	36.44	83.60
1965.0	2807.0	3	3	0.895	12.60	41.60	60.72	24.16	89.68	102.44
3559.0	4009.0	2	3	4.020	6.16	60.80	21.08	21.96	52.00	101.60
2267.0	4189.0	3	1	0.560	6.64	35.12	12.72	11.12	39.64	57.20
2965.0	1002.0	2	3	1.390	10.36	45.60	57.20	24.60	129.20	149.20
3120.0	1469.0	1	3	1.910	2.12	31.12	11.60	8.00	69.16	50.40
3454.0	4654.0	2	5	1.070	7.80	38.24	10.88	19.92	29.88	70.80
1071.0	1567.0	2	3	0.795	9.96	29.08	9.92	15.28	37.48	65.60
3573.0	3542.0	3	5	0.550	9.56	26.60	50.40	16.00	77.20	76.00
3331.0	4609.0	3	5	1.255	7.00	42.80	49.60	25.44	80.40	101.60
3541.0	1739.0	4	3	2.055	6.32	29.80	10.80	20.80	43.60	59.36
3303.0	3963.0	3	3	1.220	11.00	34.04	51.60	20.32	80.80	90.00
3316.0	2987.0	3	5	0.975	14.60	33.00	30.10	23.60	48.80	83.20
1879.0	1171.0	3	1	0.465	4.00	24.64	23.32	9.16	54.80	44.40
1122.0	2267.0	3	2	1.145	11.08	37.08	14.80	31.56	47.60	74.40
4423.0	1078.0	3	5	1.525	16.92	38.60	22.00	26.80	46.80	87.60
1241.0	1155.0	1	1	1.455	4.52	20.20	7.28	12.68	36.52	39.60
1706.0	1848.0	3	3	1.120	11.92	34.84	20.72	19.96	41.20	83.20
3260.0	5420.0	3	2	1.819	11.72	38.04	17.60	28.60	35.80	82.40
4081.0	897.0	3	5	0.495	11.20	22.40	14.32	10.92	32.76	50.40
3077.0	2926.0	2	2	2.120	10.12	35.32	12.32	21.52	42.40	64.80
3406.0	4741.0	2	5	2.150	7.32	48.00	28.96	19.72	42.80	120.80
3699.0	3800.0	3	2	0.650	11.60	27.44	35.56	19.28	80.80	74.00
1619.0	2883.0	3	3	0.840	6.80	30.56	22.84	16.08	50.40	58.80
3196.0	1814.0	1	2	3.925	12.92	25.60	47.40	26.12	84.16	92.36
3447.0	4733.0	2	5	1.980	8.40	40.80	27.12	17.68	39.92	108.00
3009.0	4738.0	3	1	0.450	3.54	25.64	12.44	10.00	34.00	39.40
3452.0	4736.0	2	5	2.960	7.20	45.20	38.96	15.00	70.40	148.40
2908.0	1263.0	3	1	1.685	9.84	31.28	9.40	14.72	34.56	84.32
4578.0	1512.0	3	2	1.305	13.52	45.52	17.50	27.20	38.96	77.60
3512.0	5124.0	2	1	4.227	9.64	48.40	16.88	22.92	34.64	136.80
3312.0	2991.0	3	5	0.980	12.52	32.60	22.70	19.40	41.60	72.80
2159.0	2041.0	3	2	1.570	10.44	37.72	17.44	28.32	49.60	81.60
4742.0	1381.0	3	2	0.860	11.88	32.72	15.12	23.48	32.84	63.60
3592.0	4027.0	2	3	2.170	10.84	55.20	12.52	29.48	37.68	74.40
3152.0	3272.0	3	2	1.560	12.80	42.60	34.00	23.52	76.40	94.00
4781.0	1375.0	3	2	0.810	10.88	27.44	12.08	20.84	36.28	58.80
2319.0	2405.0	3	5	1.710	12.84	43.40	56.24	26.96	104.68	125.40
3617.0	2084.0	3	2	0.845	12.80	33.72	27.92	26.20	78.80	79.60
2278.0	929.0	3	1	0.357	4.08	19.36	13.24	6.56	35.40	46.80
3792.0	2695.0	1	2	1.535	6.76	20.32	5.88	13.40	55.20	52.40
4113.0	2700.0	1	2	1.285	1.55	8.72	13.64	7.16	84.40	65.20
3043.0	4698.0	3	1	1.820	3.92	27.36	7.60	10.44	27.04	39.80
3271.0	2160.0	3	5	0.945	13.32	37.80	37.40	32.60	59.04	104.36
1433.0	1525.0	3	5	1.605	7.36	67.60	13.48	16.20	49.60	75.20
3184.0	2098.0	3	2	2.230	11.92	37.80	24.60	37.72	44.88	96.60
3675.0	4293.0	2	3	0.890	8.60	37.68	4.40	22.96	26.76	66.00
3681.0	5690.0	2	2	1.898	12.64	54.00	15.16	28.36	59.20	86.00
2461.0	3423.0	4	5	0.370	3.14	22.60	15.72	6.08	29.36	47.20
4576.0	1411.0	3	2	1.380	11.28	37.60	15.64	25.76	34.44	71.60
2223.0	580.0	3	2	0.285	9.60	38.00	14.16	24.52	44.00	76.00
3031.0	1201.0	3	3	0.610	6.44	21.84	16.40	10.36	52.56	51.24
3347.0	2505.0	1	2	0.625	6.96	33.20	5.36	19.20	41.20	43.60
2465.0	4003.0	3	1	0.325	3.19	21.40	9.72	4.72	24.64	35.08
3175.0	2102.0	3	2	1.985	12.20	38.40	18.92	37.20	42.68	89.84
3733.0	974.0	3	2	0.950	8.92	40.80	15.40	26.52	36.60	74.00
3085.0	1677.0	3	2	2.040	11.80	40.40	26.20	29.80	63.92	107.20
2595.0	3638.0	3	5	0.325	3.71	14.52	17.52	4.76	44.40	40.80
4279.0	3283.0	3	2	0.830	13.36	33.60	19.20	24.64	36.36	84.40
2933.0	978.0	2	3	0.800	12.40	31.44	166.40	16.00	146.80	100.40
3590.0	4033.0	2	3	2.080	7.92	56.40	11.52	24.84	37.56	79.60
2883.0	1237.0	3	1	2.550	8.52	31.24	12.12	16.12	36.56	96.96
2429.0	1620.0	3	3	2.535	11.84	52.40	31.96	26.64	77.60	126.80
2333.0	2417.0	3	5	1.435	9.12	37.44	53.20	21.32	107.60	110.32
626.0	1652.0	1	2	0.375	7.28	33.32	4.20	14.40	37.12	46.40
2969.0	778.0	2	2	1.930	12.44	43.04	77.32	33.76	157.28	166.28
971.0	1576.0	3	3	1.215	10.08	29.28	9.80	15.20	35.64	64.00
1392.0	1846.0	3	3	1.050	10.60	39.24	7.44	20.00	37.68	48.40
2540.0	3320.0	3	3	1.260	9.76	45.32	17.20	17.60	53.60	62.80
1738.0	1771.0	3	3	0.685	11.92	33.64	19.64	16.24	41.60	76.00
2243.0	3031.0	3	3	0.705	11.80	29.92	19.20	14.60	34.00	59.88
3656.0	2630.0	1	2	1.385	2.07	9.72	9.23	5.36	80.40	49.20
2325.0	4143.0	3	1	0.505	5.48	34.00	14.00	10.92	33.24	54.40
4550.0	1416.0	3	2	1.740	12.40	44.32	18.10	27.72	41.60	73.60
4325.0	1436.0	3	5	0.560	11.60	26.92	19.40	13.72	36.76	57.20
3669.0	4291.0	2	3	1.917	8.44	33.48	8.40	18.72	35.12	59.60
1877.0	1186.0	3	1	0.320	3.80	18.20	26.16	6.44	45.20	39.88
3044.0	1123.0	3	3	0.630	12.00	31.28	18.04	18.68	38.24	80.76
3001.0	2581.0	2	2	4.180	9.60	45.32	8.20	22.20	42.04	81.72
3136.0	2091.0	3	2	1.110	14.20	34.80	17.92	30.32	38.72	79.00
2633.0	3650.0	3	5	0.425	3.09	22.12	16.20	5.04	50.40	61.60
3721.0	4239.0	3	3	0.280	8.00	25.96	18.00	12.28	41.20	46.40
2333.0	2367.0	3	5	1.390	12.36	42.12	59.16	28.20	101.92	135.88
4038.0	2354.0	1	4	2.805	12.20	39.20	10.50	32.92	44.00	65.60
3117.0	1702.0	3	2	1.710	14.12	42.80	30.00	35.00	58.60	106.36
1824.0	999.0	3	1	0.165	3.75	18.60	23.64	7.08	56.40	44.00
2850.0	1890.0	1	2	1.360	2.82	10.76	8.68	7.08	53.60	28.88
2502.0	3988.0	3	1	0.240	3.76	18.92	20.72	5.20	22.36	32.24
1443.0	1509.0	3	5	1.445	7.76	61.20	15.40	20.68	50.80	75.60
2008.0	1350.0	3	1	0.515	5.00	32.56	16.04	8.96	35.04	50.40
2978.0	4009.0	3	5	0.560	6.52	24.40	8.35	12.40	25.40	49.20
1662.0	1425.0	3	3	0.905	11.24	37.40	44.40	16.56	82.00	78.40
1587.0	1080.0	3	1	0.605	5.16	29.28	26.24	11.44	54.00	54.00
3994.0	3814.0	3	5	2.423	14.48	45.60	32.52	28.32	80.40	84.00
4383.0	2279.0	1	2	0.785	7.84	35.92	6.72	22.72	43.60	60.80
2901.0	4919.0	1	1	0.810	4.64	28.60	5.48	14.92	28.80	42.00
4156.0	1242.0	2	4	1.100	7.84	32.20	5.72	17.92	32.48	44.00
4475.0	3526.0	4	2	0.951	15.28	29.24	38.96	20.36	78.80	70.80
2580.0	3654.0	3	5	0.275	3.55	16.20	7.48	4.64	20.20	33.44
701.0	1997.0	1	3	1.580	12.60	60.80	9.84	32.20	64.80	86.00
3649.0	3887.0	3	2	1.060	11.48	41.60	26.44	29.24	51.20	80.80
2623.0	853.0	3	3	2.580	11.64	45.20	29.24	27.36	59.20	106.40
1315.0	1975.0	2	3	3.680	11.12	52.00	14.44	28.72	56.40	89.60
3656.0	2670.0	1	2	1.875	11.12	36.12	9.52	25.40	70.00	65.20
4426.0	821.0	2	2	0.805	13.00	48.32	8.76	26.00	27.20	61.60
2882.0	3693.0	3	5	0.535	4.60	20.80	8.76	5.40	27.04	32.92
1108.0	1535.0	2	3	2.055	8.08	50.40	60.00	23.16	195.60	108.00
4840.0	1089.0	2	2	0.555	10.28	27.64	10.80	19.60	36.52	64.80
1468.0	2192.0	2	3	1.510	10.92	57.60	10.88	30.68	44.40	80.40
2319.0	4103.0	3	1	0.580	5.48	36.00	20.52	10.92	34.88	50.40
3585.0	4040.0	2	3	1.970	8.00	51.20	24.64	25.76	66.00	99.20
3647.0	3786.0	3	2	0.765	13.84	29.72	42.00	20.96	70.80	90.80
2310.0	2732.0	2	2	0.735	12.72	39.00	17.68	23.24	39.20	79.04
3962.0	2009.0	3	2	1.445	12.40	43.52	42.92	34.40	78.40	104.40
3470.0	5555.0	2	2	2.234	13.48	45.20	12.52	29.68	48.40	64.00
1839.0	995.0	3	1	0.225	4.24	24.88	27.72	10.12	55.60	56.00
1706.0	1165.0	3	1	0.740	4.36	20.40	25.52	8.68	60.80	62.40
2774.0	1544.0	2	3	1.915	8.44	42.32	19.32	20.64	45.72	90.24
3493.0	5092.0	2	1	3.421	9.80	52.40	14.80	20.44	34.32	134.40
1695.0	3227.0	1	1	1.835	5.88	35.08	10.88	21.44	56.68	97.48
4409.0	1084.0	3	5	1.770	17.32	37.72	18.92	27.00	48.80	89.20
2596.0	3212.0	2	3	3.995	8.64	49.72	15.92	22.00	45.16	118.24
1897.0	1220.0	3	1	0.260	3.48	16.24	9.24	4.76	27.00	27.20
2083.0	1695.0	1	2	0.440	6.00	29.28	11.28	16.68	56.40	54.80
3673.0	4278.0	2	3	1.015	9.28	44.00	7.36	19.28	34.00	70.40
2731.0	3002.0	1	2	0.485	9.00	27.32	6.60	20.92	32.44	57.96
4264.0	3391.0	3	2	2.828	11.16	32.64	79.20	24.96	135.20	132.80
3792.0	2707.0	1	2	1.380	8.16	26.92	6.44	17.12	45.60	55.20
3390.0	1048.0	2	2	1.660	10.12	42.92	24.60	29.32	57.28	123.32
3184.0	5075.0	3	3	0.685	7.08	33.76	11.36	16.32	23.68	53.60
3644.0	2677.0	1	2	0.930	9.56	37.40	6.77	23.12	51.20	56.40
3504.0	5130.0	2	1	5.129	8.60	39.24	14.76	18.28	36.80	135.60
2242.0	3036.0	3	3	0.725	10.32	26.32	17.00	12.72	34.08	56.72
3332.0	4628.0	2	5	0.740	4.52	35.92	96.00	17.20	59.20	83.20
3498.0	3196.0	2	2	0.990	15.12	32.80	14.50	22.92	36.24	65.60
1883.0	1176.0	3	1	0.195	3.92	21.80	25.12	7.52	49.60	43.20
3322.0	3001.0	3	5	1.340	14.32	35.00	25.30	23.12	44.40	81.20
1047.0	1922.0	2	3	1.240	14.20	43.60	18.32	22.52	52.00	83.20
3843.0	3121.0	3	5	1.840	10.80	39.52	33.32	35.28	44.40	86.00
1301.0	599.0	4	3	0.910	13.24	32.84	21.20	18.00	64.80	75.20
1106.0	1548.0	2	3	1.270	9.16	52.80	19.12	19.44	65.20	65.20
1114.0	1535.0	2	3	1.480	9.12	58.80	106.80	26.16	226.40	140.40
1511.0	734.0	2	1	1.245	7.84	47.20	22.64	21.96	64.40	71.20
1317.0	1501.0	3	5	1.385	6.44	42.80	120.80	19.64	66.40	94.80
1439.0	1523.0	3	5	1.720	7.24	54.80	16.40	16.52	52.40	75.60
1651.0	1157.0	4	1	0.525	3.88	20.84	26.28	8.36	46.40	49.60
1701.0	1169.0	3	1	0.690	4.24	23.48	17.04	9.04	52.40	45.60
1857.0	659.0	2	3	3.530	10.08	52.80	66.00	24.44	118.00	124.80
1346.0	1954.0	2	3	0.930	10.56	39.04	9.00	20.24	38.12	69.20
1354.0	1966.0	2	3	1.165	10.72	43.60	8.64	24.00	38.32	59.60
1350.0	1970.0	2	3	3.810	10.12	60.80	17.92	27.08	64.80	102.00
1932.0	1004.0	3	1	0.135	4.52	15.08	10.44	5.24	37.00	32.56
1837.0	1037.0	3	1	0.215	3.88	23.00	23.44	8.16	46.80	44.00
1690.0	1858.0	3	3	1.775	12.96	38.72	29.76	22.36	54.80	91.60
1720.0	1833.0	3	3	0.585	11.60	31.68	24.36	15.96	50.00	76.80
1543.0	2537.0	3	2	1.563	10.40	45.20	26.72	28.72	52.40	104.00
2353.0	1274.0	3	1	0.275	4.32	15.40	8.24	4.20	32.56	37.88
1889.0	2462.0	1	2	2.505	10.20	48.40	12.16	31.04	65.20	78.40
2327.0	2417.0	3	5	1.385	9.68	39.72	58.72	22.60	116.48	123.00
2504.0	1965.0	2	2	1.790	10.44	41.84	19.92	25.64	62.36	80.32
2599.0	1996.0	3	2	2.115	13.16	43.08	61.32	53.20	172.12	133.88
2561.0	1984.0	2	2	1.630	13.56	51.36	18.08	42.92	63.16	77.40
2898.0	1274.0	3	1	2.700	6.52	32.76	15.56	15.00	38.28	99.60
2902.0	1263.0	3	1	4.495	10.32	39.16	10.24	22.64	32.92	101.68
3085.0	1214.0	3	3	0.765	7.68	18.52	37.60	11.28	68.40	86.20
3046.0	1205.0	3	3	0.400	11.16	21.64	9.60	13.36	32.76	44.00
3025.0	1201.0	3	3	0.320	5.60	18.52	12.92	7.20	40.20	43.72
2040.0	3153.0	3	1	0.655	5.00	16.56	17.20	8.24	41.88	51.24
2234.0	2737.0	2	2	1.110	14.60	39.28	10.28	24.44	47.80	71.12
2220.0	2732.0	2	2	0.770	12.28	43.48	16.00	23.88	44.40	62.28
2224.0	2728.0	2	2	1.205	13.80	46.84	11.36	27.44	41.04	85.52
2580.0	2311.0	2	2	1.555	8.84	40.16	15.40	23.92	51.24	77.56
2254.0	3045.0	3	3	0.575	9.68	27.12	31.80	13.20	54.28	66.92
2656.0	2656.0	3	2	0.525	12.52	26.12	79.20	18.00	138.56	91.48
3465.0	1393.0	3	3	0.705	12.52	28.72	48.72	17.60	86.68	96.60
2553.0	3314.0	3	3	0.990	8.80	38.72	9.28	15.72	38.00	60.12
2538.0	3314.0	3	3	1.655	8.96	50.60	31.52	17.32	90.36	81.60
2402.0	3979.0	3	1	0.515	4.08	30.12	13.12	8.20	26.96	43.20
2456.0	3990.0	3	1	0.350	3.27	26.32	11.60	4.92	27.68	37.16
2537.0	3768.0	3	1	0.230	3.79	18.20	8.72	5.68	26.84	32.08
2584.0	3649.0	3	5	0.305	3.72	18.00	17.12	5.60	48.40	44.80
3887.0	1663.0	3	2	1.535	15.20	40.72	29.60	32.40	56.80	85.60
4412.0	1088.0	3	5	1.530	17.72	39.52	17.72	26.40	47.60	80.80
2795.0	3645.0	3	5	0.300	4.24	17.32	13.40	6.32	37.76	27.12
2837.0	3679.0	3	5	0.425	5.08	22.72	4.68	8.00	22.56	31.48
2832.0	3676.0	3	5	0.360	6.68	26.12	4.44	11.80	18.96	28.92
3308.0	2963.0	3	5	1.060	17.32	36.00	28.00	23.92	50.00	78.40
3422.0	2851.0	3	3	0.900	9.52	38.72	49.00	26.20	70.40	94.80
3692.0	2430.0	1	2	1.610	5.00	19.40	9.44	8.76	42.80	31.16
4331.0	1449.0	3	5	0.950	12.00	29.20	19.60	18.72	37.88	61.20
4333.0	1455.0	3	5	0.820	10.32	29.80	32.10	16.72	63.20	67.60
4502.0	1167.0	3	5	0.860	12.12	28.40	12.70	20.12	37.08	61.60
3228.0	3617.0	3	2	1.835	13.32	47.40	45.92	24.00	80.40	90.00
3768.0	2775.0	1	2	0.220	10.80	26.32	6.67	17.52	31.88	45.20
3768.0	2675.0	1	2	1.095	12.12	41.32	6.20	28.80	46.80	56.80
3798.0	2694.0	1	2	0.995	9.68	32.80	5.38	19.12	51.20	54.00
4590.0	1414.0	3	2	0.960	11.72	35.20	16.40	21.92	30.76	64.80
4571.0	1407.0	3	2	1.400	10.72	38.64	15.24	26.40	38.40	70.80
4745.0	1372.0	3	2	0.690	11.96	35.64	16.44	23.68	34.12	66.40
4788.0	1647.0	3	2	0.720	8.80	34.08	11.40	26.72	32.68	63.20
2974.0	4937.0	2	1	2.260	5.88	36.44	12.64	21.52	36.28	77.60
2906.0	4922.0	1	1	1.130	4.32	20.32	5.92	13.20	21.60	32.84
3109.0	4729.0	3	1	0.645	3.12	22.68	8.40	8.88	28.56	42.40
3040.0	4713.0	3	1	0.630	3.67	23.96	7.24	9.36	26.00	36.64
3919.0	3466.0	3	5	0.860	9.76	28.40	12.80	17.48	28.60	58.80
4189.0	3045.0	3	4	1.645	8.08	46.40	35.60	20.32	67.60	90.40
3652.0	4312.0	1	3	3.149	10.72	51.20	8.24	27.72	56.00	98.00
3894.0	3805.0	3	5	0.552	14.32	29.00	50.00	20.12	91.20	79.20
3917.0	3773.0	3	5	1.568	13.56	30.36	18.40	22.28	43.60	71.60
3925.0	3779.0	3	5	0.855	14.24	29.20	11.40	21.00	29.68	59.60
4252.0	3292.0	3	2	0.733	11.80	26.00	39.20	22.24	65.60	74.00
4292.0	3290.0	3	2	2.080	11.92	31.68	71.60	28.64	52.80	110.80
4283.0	3278.0	3	2	0.844	13.88	37.12	21.04	26.48	34.68	90.00
3530.0	4999.0	1	1	0.490	7.44	34.52	4.64	16.76	31.64	56.80
4070.0	4157.0	3	3	1.916	14.36	47.60	45.60	28.44	50.00	90.80
4610.0	3315.0	1	2	1.384	12.68	30.76	7.48	20.72	48.00	46.80
3605.0	5345.0	3	3	0.849	9.04	29.48	18.40	17.56	35.00	58.00
